2	1	2	4	4	6	7	8	8	6	55	1	1	1	99	99
2	1	2	4	4	6	7	8	8	6	55	1	1	1	99	99
2	1	2	4	4	6	7	8	8	6	55	1	1	1	99	99
2	1	2	4	4	6	7	8	8	6	55	1	1	1	99	99
2	1	2	4	4	6	7	8	8	6	55	1	1	1	99	99
2	1	2	4	4	6	7	8	8	6	55	1	1	1	99	99
15	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
10	55	55	99	55	99	99	99	55	99	55	99	99	99	99	99
10	55	55	99	55	99	99	99	55	99	55	99	99	99	99	99
10	55	55	99	55	99	99	99	55	99	55	99	99	99	16	99
10	55	55	99	55	99	99	99	55	99	55	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	13	1	99	99
41	1	99	99	5	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	12	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
10	55	55	99	55	99	99	99	55	99	55	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
10	55	55	99	55	99	99	99	55	99	55	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	13	1	99	99
11	1	99	99	5	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	12	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
1	1	99	99	99	99	99	99	99	99	55	1	1	1	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
